expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,adjs,restrictor_DE,scope_DE,NPI,animate,agent,occupation,clothing,appearance,physical,conceptual,breakable,start_with_vowel,frontable,gender,irrpl,document,negated,locale,institution,arg_clause,homophonous,pluralform,sgequalspl,properNoun,topic,image,v_embed_sc
boy,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,m,,,,,,,,,,0,,,
girl,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,f,,,,,,,,,,0,,,
man,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,m,,,,,,,,,,0,,,
woman,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,f,,,,,,,,,,0,,,
lady,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,f,,,,,,,,,,0,,,
guy,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,m,,,,,,,,,,0,,,
dancer,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,f,,,,,,,,,,0,,,
child,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,n,,,,,,,,,,0,,,
teenager,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,n,,,,,,,,,,0,,,
adult,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,n,,,,,,,,,,0,,,
person,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,n,,,,,,,,,,0,,,
senator,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,n,,,,,,,,,,0,,,
doctor,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
patient,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
actor,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,n,,,,,,,,,,0,,,
actress,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,f,,,,,,,,,,0,,,
waiter,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
waitress,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,f,,,,,,,,,,0,,,
customer,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
cashier,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
teacher,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
student,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
guest,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
pedestrian,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
driver,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
boys,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,m,,,,,,,,,,0,,,
girls,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,f,,,,,,,,,,0,,,
men,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,m,1,,,,,,,,,0,,,
women,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,f,1,,,,,,,,,0,,,
ladies,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,f,,,,,,,,,,0,,,
guys,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,m,,,,,,,,,,0,,,
dancers,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,f,,,,,,,,,,0,,,
children,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,n,,,,,,,,,,0,,,
teenagers,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,n,,,,,,,,,,0,,,
adults,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,n,,,,,,,,,,0,,,
people,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,n,1,,,,,,,,,0,,,
senators,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,,,,1,,,0,,n,,,,,,,,,,0,,,
doctors,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
patients,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
actors,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,n,,,,,,,,,,0,,,
actresses,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,f,,,,,,,,,,0,,,
waiters,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
waitresses,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,f,,,,,,,,,,0,,,
customers,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
cashiers,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
teachers,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
students,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
guests,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
pedestrians,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
drivers,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,1,1,1,,,1,,,0,,n,,,,,,,,,,0,,,
hat,N,N,,1,,1,1,0,0,,,,,,,,,,,,soft;cool;wool,,,,0,0,,1,1,1,,,0,,,,,,,,,,,,0,,,
scarf,N,N,,1,,1,1,0,0,,,,,,,,,,,,soft;cool;wool;warm,,,,0,0,,1,1,1,,,0,,,,,,,,,,,,0,,,
shirt,N,N,,1,,1,1,0,0,,,,,,,,,,,,soft;cool;wool;warm;red;black;blue;plain;colorful,,,,0,0,,1,1,1,,,0,,,,,,,,,,,,0,,,
pants,N,N,,1,,1,0,1,0,,,,,,,,,,,,soft;cool;wool;warm;red;black;blue;plain;colorful,,,,0,0,,1,1,1,,,0,,,,,,,,,,,,0,,,
shoes,N,N,,1,,1,0,1,0,,,,,,,,,,,,fancy;leather,,,,0,0,,1,1,1,,,0,,,,,,,,,,,,0,,,
gloves,N,N,,1,,1,0,1,0,,,,,,,,,,,,fancy;leather,,,,0,0,,1,1,1,,,0,,,,,,,,,,,,0,,,
glasses,N,N,,1,,1,0,1,0,,,,,,,,,,,,plastic;hip;metal,,,,0,0,,1,1,1,,,0,,,,,,,,,,,,0,,,
dress,N,N,,1,,1,1,0,0,,,,,,,,,,,,soft;cool;wool;warm;red;black;blue;plain;colorful,,,,0,0,,1,1,,,,0,,,,,,,,,,,,0,,,
skirt,N,N,,1,,1,1,0,0,,,,,,,,,,,,soft;cool;wool;warm;red;black;blue;plain;colorful,,,,0,0,,1,1,,,,0,,,,,,,,,,,,0,,,
hair,N,N,,1,,1,1,0,1,,,,,,,,,,,,long;short;dark;light;brown;blond,,,,0,0,,0,1,,,,0,,,,,,,,,,,,0,,,
eyes,N,N,,1,,1,0,1,0,,,,,,,,,,,,dark;light;blue;brown,,,,0,0,,0,1,,,,1,,,,,,,,,,,,0,,,
nose,N,N,,1,,1,1,0,0,,,,,,,,,,,,big;small;narrow;wide,,,,0,0,,0,1,,,,0,,,,,,,,,,,,0,,,
face,N,N,,1,,1,1,0,0,,,,,,,,,,,,pretty;strange;wide;long;narrow;short,,,,0,0,,0,1,,,,0,,,,,,,,,,,,0,,,
cup,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
plate,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
fork,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
glass,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
dish,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
book,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,0,,,,1,,0,0,,,,,,,,,,,,0,,,
chair,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
couch,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
rug,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,0,,,,1,,0,0,,,,,,,,,,,,0,,,
car,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,0,,,,1,,0,0,,,,,,,,,,,,0,,,
cups,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
plates,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
forks,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
glasses,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
dishes,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
books,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,,0,0,,,,,,,,,,,,0,,,
chairs,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
couches,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,,1,0,,,,,,,,,,,,0,,,
rugs,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,,0,0,,,,,,,,,,,,0,,,
cars,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,0,,,,1,,0,0,,,,,,,,,,,,0,,,
dog,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
dogs,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
cat,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
cats,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
bird,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
birds,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
snake,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
snakes,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
rabbit,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
rabbits,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
hamster,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
hamsters,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
fish,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
fish,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
horse,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
horses,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
turtle,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
turtles,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,0,0,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alumnus,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,1,,,1,,,,,,,alumni,,0,,,
cactus,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,cacti,,0,,,
fungus,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,fungi,,0,,,
nucleus,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,nuclei,,0,,,
radius,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,radii,,0,,,
stimulus,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,stimuli,,0,,,
axis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,1,,,1,,,,,,,axes,,0,,,
analysis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,1,,,1,1,,,,,,analyses,,0,,,
basis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,bases,,0,,,
crisis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,crises,,0,,,
diagnosis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,diagnoses,,0,,,
ellipsis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,ellipses,,0,,,
hypothesis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,hypotheses,,0,,,
oasis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,1,,,1,,,,,,,oases,,0,,,
paralysis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,paralyses,,0,,,
parenthesis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,parentheses,,0,,,
synthesis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,syntheses,,0,,,
synopsis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,1,1,,,,,,synopses,,0,,,
thesis,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,1,1,,,,,,theses,,0,,,
child,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,children,,0,,,
man,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,men,,0,,,
ox,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,1,,,1,,,,,,,oxen,,0,,,
woman,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,women,,0,,,
medium,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,media,,0,,,
phenomenon,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,phenomena,,0,,,
deer,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,1,,,,,,,deer,1,0,,,
fish,N,N,,1,,0,1,0,1,,,,,,,,,,,,,,,,1,0,,,,,,,,,,1,,,,,,,fish,1,0,,,
means,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,means,,0,,,
offspring,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,,,,,offspring,,0,,,
series,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,series,,0,,,
sheep,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,1,,,,,,,sheep,1,0,,,
species,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,species,,0,,,
foot,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,feet,,0,,,
goose,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,1,,,,,,,geese,,0,,,
tooth,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,1,,,,,,,teeth,,0,,,
louse,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,1,,,,,,,lice,,0,,,
mouse,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,1,,,,,,,mice,,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
book,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,,0,,,,1,,,,,,,,0,,,
books,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,,0,,,,1,,,,,,,,0,,,
pamphlet,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,,0,,,,1,,,,,,,,0,,,
pamphlets,N,N,,1,,0,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,,0,,,,1,,,,,,,,0,,,
brochure,N,N,,1,,0,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,,0,,,,1,,,,,,,,0,,,
brochures,N,N,,1,,0,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,,0,,,,1,,,,,,,,0,,,
play,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,0,,,,1,,,,,,,,0,,,
plays,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,0,,,,1,,,,,,,,0,,,
movie,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,0,,,,1,,,,,,,,0,,,
movies,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,0,,,,1,,,,,,,,0,,,
newspaper article,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,,0,,,,1,,,,,,,,0,,,
newspaper articles,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,,0,,,,1,,,,,,,,0,,,
story,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,0,,,,1,,,,,,,,0,,,
stories,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,0,,,,1,,,,,,,,0,,,
essay,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,1,,,,1,,,,,,,,0,,,
essays,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,1,,,,1,,,,,,,,0,,,
report,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,1,,,1,,,,1,,,,,,,,0,,,
reports,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,1,,,1,,,,1,,,,,,,,0,,,
documentary,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,0,,,,1,,,,,,,,0,,,
documentaries,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,0,,,,1,,,,,,,,0,,,
commentary,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,1,,,,1,,,,,,,,0,,,
commentaries,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,0,1,,1,,,,1,,,,,,,,0,,,
high school,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
high schools,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
college campus,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
college campuses,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
cafe,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
cafes,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
hospital,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,1,,,,,0,,,
hospitals,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,1,,,,,0,,,
bank,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,1,,,,,0,,,
banks,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,1,,,,,0,,,
library,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,1,,,,,0,,,
libraries,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,1,,,,,0,,,
school,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,1,,,,,0,,,
schools,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,1,,,,,0,,,
mall,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
malls,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
restaurant,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
restaurants,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,0,,,
museum,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,1,,,,,0,,,
museums,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1,1,,,,,0,,,
university,N,N,,1,,1,1,0,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
universities,N,N,,1,,1,0,1,0,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,1,,,,,0,,,
